"ASN.SITE.NO","DAY","MONTH","YEAR","DOC","A350","SR","BA","FI","HIXOHNO","C1","C2","C3","C4","C5","C6","C7","SUVA254","DISC","DO","pH","S.COND","SRP","TDN","TDP","TEMP","TP","TSS","A254","Cth","Cmh","Cmp","Cf"
42,1,6,2021,4.525,2.649300982,0.962063982,0.817340138,1.359492376,0.836743092,0.703273478,0.564470627,0.485440001,0.179943424,0.197475119,0.838411151,0.394242155,2.729131411,NA,13.12,7.84,1353,NA,NA,11.44614219,15.3,31.98833916,2.348283753,12.34931963,1.753184106,1.03588627,0.394242155,0.179943424
43,25,5,2021,3.247,3.072169284,0.898980143,0.647036078,1.259651013,0.873854154,0.720180786,0.59270375,0.42110094,0.184608848,0.14784191,0.189573305,0.304617406,3.63249529,0.444,7.84,8,399.3,NA,NA,10.84371365,17.1,34.57183204,2.202446483,11.79471221,1.733985476,0.337415215,0.304617406,0.184608848
44,4,6,2021,2.741,2.515433505,0.875329355,0.633260668,1.218751271,0.928892127,0.653177572,0.489161723,0.428918856,0.138847197,0.12892382,0.304476489,0.135147838,3.721855871,0.2695,9.9,8.26,435.8,NA,NA,4.841740459,14.5,5.448821354,1.851333333,10.20160694,1.571258151,0.433400309,0.135147838,0.138847197
45,20,5,2021,3.39,2.757549969,0.895563391,0.715737145,1.230332072,0.917153292,0.778028852,0.623924393,0.507417485,0.204637584,0.172210061,0.375450418,0.197769657,3.494246275,0.637,8.22,8.15,532,NA,NA,8.76868203,16.3,17.56775161,3.922167488,11.84549487,1.90937073,0.547660479,0.197769657,0.204637584
46,3,6,2021,5.963,2.579466494,1.041979402,0.824883871,1.561190197,0.826751811,0.449980254,0.304397616,0.403053148,0.036238627,0.078499031,0.326657885,0.386215266,1.831906303,0.2506,8.08,9.48,256.3,NA,NA,21.66511514,20,43.23827635,5.320754717,10.92365729,1.157431018,0.405156916,0.386215266,0.036238627
47,3,6,2021,5.619,4.048711535,0.946614544,0.789586222,1.410572162,0.869049513,1.111313107,0.90080206,0.881339511,0.250102406,0.22998911,0.673026043,0.487745757,3.216952086,NA,10.28,8.37,515,NA,NA,15.44002027,21.7,23.72116193,5.908275862,18.07605377,2.893454678,0.903015153,0.487745757,0.250102406
48,3,6,2021,3.238,2.126542044,0.905614663,0.787867693,1.504323149,0.883001402,0.549379205,0.456033174,0.326630089,0.091569877,0.139032346,0.298443946,0.219726214,2.760916422,0.2013,10.82,8.05,492.5,NA,NA,12.7625601,18.8,20.12775819,5.656190476,8.939847375,1.332042468,0.437476292,0.219726214,0.091569877
49,1,6,2021,2.587,1.800702364,0.915707338,0.743497825,1.196913841,0.754732042,0.461896813,0.462544473,0.295468456,0.11979783,0.098153395,0,0.429479885,3.05817273,0.3243,11.62,8.51,654,NA,NA,6.046597532,16.8,13.45764929,2.035964912,7.911492852,1.219909742,0.098153395,0.429479885,0.11979783
50,20,5,2021,4.091,2.137160537,1.039571567,0.671740333,1.241907175,0.871477645,0.385483591,0.301356872,0.398985288,0.068073706,0.054761271,0.328149282,0.192208233,2.751751047,1.245,10.6,8.28,277.4,NA,NA,5.756539348,18.6,10.82718381,1.997560976,11.25741353,1.085825751,0.382910553,0.192208233,0.068073706
51,3,6,2021,4.34,2.915189476,0.944834668,0.644511925,1.369706881,0.890741348,0.699877166,0.586748849,0.528528622,0.154805114,0.146560201,0.447837642,0.259371205,2.980543902,0.1137,8.59,8.33,454.7,NA,NA,7.586137125,18.16,26.21070962,4.285875706,12.93556053,1.815154637,0.594397843,0.259371205,0.154805114
53,3,6,2021,3.864,2.671176266,0.867007635,0.815053879,1.4754232,0.907782577,0.78046492,0.627844315,0.460511477,0.143419503,0.201405795,0.538733889,0.243123965,3.034306621,1.728,14.14,8.21,679,NA,NA,45.09289156,18.54,61.51061692,15.52111111,11.72456079,1.868820712,0.740139684,0.243123965,0.143419503
54,4,6,2021,4.151,3.417735873,0.885786932,0.708410091,1.510697854,0.875890369,0.938953452,0.63334847,0.759879743,0.141967296,0.161554406,0.286618333,0.350465031,3.365161654,2.668,7.18,8.2,584,NA,NA,10.70984065,19.5,42.74506407,6.0425,13.96878603,2.332181665,0.448172739,0.350465031,0.141967296
55,3,6,2021,4.945,4.359498634,0.814443189,0.672390611,1.506649661,0.903623668,1.575611953,1.119900609,0.951212251,0.363118471,0.340442047,0.446098223,0.441466883,3.67713273,0.0048,7.54,8.13,829,NA,NA,36.4134582,17.9,76.42441675,18.94307692,18.18342135,3.646724813,0.78654027,0.441466883,0.363118471
1,28,7,2021,9.752,8.917436768,0.876283308,0.630534102,1.358506872,0.946118585,2.014990646,1.671688402,1.475412182,0.407464833,0.341229973,0.846162238,0.315574965,3.795073745,NA,5.72,7.61,460,NA,NA,16.28788265,24.1,16.51086815,0.998888889,37.00955916,5.16209123,1.187392211,0.315574965,0.407464833
2,26,7,2021,11.28,9.922672643,0.838751775,0.57362819,1.353663698,0.951506141,2.884151849,2.26347425,2.030031207,0.521291478,0.507049817,0.768437696,0.387555482,3.529917838,0.3082,6.14,7.77,599,NA,NA,26.37298259,19.3,31.11934609,1.622847682,39.81747321,7.177657306,1.275487513,0.387555482,0.521291478
3,26,7,2021,20.38,20.56163162,0.852686585,0.605006296,1.36083695,0.945006596,5.07869182,3.82184205,3.577695631,1.054732774,0.929890894,1.777850635,0.728349599,4.084240793,NA,0.65,7.11,527,NA,NA,20.68337975,21,35.27642101,3.784615385,83.23682736,12.478229501,2.707741529,0.728349599,1.054732774
4,26,7,2021,13.04,12.23868817,0.839580322,0.595046738,1.362807358,0.943205,3.078161375,2.341354424,1.756571206,0.784733609,0.553029209,0.815902393,0.391327403,3.921329342,NA,5.78,7.54,388.5,NA,NA,7.206830269,21.7,25.69401104,18.03156028,51.13413462,7.176087005,1.368931602,0.391327403,0.784733609
5,26,7,2021,19.59,19.32408886,0.827667187,0.603072816,1.31564715,0.95661656,5.58036864,3.776238027,3.946435248,1.41958223,0.962398314,2.032501201,0.542396473,4.086556931,NA,1.6,7.47,568,NA,NA,41.50063251,21,35.88706478,0.692913386,80.05565027,13.303041915,2.994899515,0.542396473,1.41958223
6,26,7,2021,14.2,12.89004623,0.858745832,0.622019529,1.292082017,0.95179035,3.713855155,2.894280108,2.661683511,0.612639255,0.685054845,1.541739275,0.477192551,3.763516825,1.6131,10.97,8.15,606,NA,NA,24.23101446,23.6,17.6382105,5.253333333,53.44193891,9.269818774,2.22679412,0.477192551,0.612639255
7,26,7,2021,19.61,19.54894509,0.828598916,0.605245225,1.331600431,0.949827048,6.602428114,4.120900387,5.074759653,1.739882414,1.10414815,2.443850657,0.698486063,4.144001034,0.1091,7.21,7.7,597,NA,NA,14.90452823,23.9,12.37727954,2.556930693,81.26386027,15.798088154,3.547998807,0.698486063,1.739882414
8,28,7,2021,13.95,12.81014013,0.849501637,0.629245192,1.398035056,0.946560955,3.487724588,2.671707981,2.281712158,0.802856785,0.674289784,1.205170586,0.477581936,3.889104591,0.0829,5.26,7.62,576,NA,NA,43.28560595,20.4,100.2395239,21.71214286,54.25300905,8.441144727,1.87946037,0.477581936,0.802856785
9,28,7,2021,12.46,11.32248814,0.847154186,0.670867826,1.385886676,0.942204217,3.331396139,2.562062505,2.206878506,0.812236331,0.66480589,1.390328578,0.50062739,3.802044706,NA,5.88,7.59,629,NA,NA,13.1864913,22.6,15.78279289,1.869411765,47.37347703,8.10033715,2.055134468,0.50062739,0.812236331
10,26,7,2021,13.4,11.46505131,0.82305432,0.637581611,1.320301905,0.937740351,3.704311884,3.019157746,2.701225304,0.791107034,0.749758062,1.575027455,0.607732814,3.717641405,0.7132,11.33,8.1,567,NA,NA,12.74024794,23,15.78279289,3.262897527,49.81639483,9.424694934,2.324785517,0.607732814,0.791107034
11,26,7,2021,6.323,4.196943182,0.968971428,0.670317708,1.415594211,0.925855292,0.983472194,0.831255918,0.982513118,0.148942281,0.139676935,0.759217623,0.246348314,3.172704286,NA,10,8.38,248.2,NA,NA,8.077004821,24.9,9.136170287,3.011594203,20.0610092,2.79724123,0.898894558,0.246348314,0.148942281
12,4,8,2021,3.103,2.752124076,0.835576955,0.682354074,1.269280216,0.950818584,0.734276955,0.532075272,0.447035667,0.137059623,0.145503316,0.343622166,0.097364659,3.570701292,0.232,14.8,8.3,473.6,NA,NA,6.582089564,15,10.21654004,0.442,11.07988611,1.713387894,0.489125482,0.097364659,0.137059623
13,4,8,2021,8.056,7.913401,0.869453821,0.670919247,1.37002199,0.958125392,1.936236021,1.442689911,1.144520163,0.403067288,0.341433212,0.725328239,0.210385932,3.984815711,0.169,9.21,8.44,434.3,NA,NA,7.407639781,22.4,11.97801246,1.192666667,32.10167537,4.523446095,1.066761451,0.210385932,0.403067288
14,2,8,2021,7.691,5.414607983,0.915908633,0.803593737,1.345553295,0.91283188,1.541625931,1.296872157,1.239325507,0.261805617,0.322519675,1.496313482,0.415815225,3.290709955,NA,5.21,7.72,715,NA,NA,16.89031119,21.7,31.33072278,4.282318841,25.30885026,4.077823595,1.818833157,0.415815225,0.261805617
15,2,8,2021,19.54,16.55142565,0.838197167,0.665233434,1.340348808,0.947869985,6.018998933,4.621205264,4.587022583,1.278921021,1.365901772,2.967723758,0.787128681,3.768904866,0.0156,8.91,7.88,1279,NA,NA,36.19033652,22.2,71.75064326,8.404385965,73.64440109,15.22722678,4.33362553,0.787128681,1.278921021
16,2,8,2021,5.839,4.296626836,0.904367609,0.713492338,1.278649995,0.91997085,1.250390701,1.017006359,0.891834244,0.29575335,0.266884215,0.825605852,0.297432478,3.284762004,NA,13.21,8.44,584,NA,NA,14.01204151,NA,31.37769538,2.880813953,19.17972534,3.159231304,1.092490067,0.297432478,0.29575335
17,28,7,2021,35.47,39.53663495,0.806987429,0.561282309,1.322401113,0.95759334,9.157864721,4.018512832,11.40020425,2.017905568,1.106456182,5.256698069,0.818703678,4.272366985,NA,0.96,7.19,593,NA,NA,127.5809767,19.2,252.2428506,14.745,151.5408569,24.576581803,6.363154251,0.818703678,2.017905568
18,28,7,2021,7.076,5.701693902,0.893090054,0.733348874,1.51313769,0.934603953,1.28859333,1.063644419,1.001642227,0.223092356,0.241627851,0.814898953,0.266380173,3.538820991,0.6552,8.19,7.92,593,NA,NA,16.93493552,21.1,28.98209289,2.488537549,25.04069733,3.353879976,1.056526804,0.266380173,0.223092356
19,28,7,2021,11.81,7.886612722,0.961337939,0.684584485,1.229368085,0.917136741,1.881699658,1.477933348,1.419402337,0.437418401,0.328358934,0.944829119,0.452558102,3.091938403,NA,7.76,7.74,425.1,NA,NA,10.48671897,24.6,43.00341336,11.2037037,36.51579254,4.779035343,1.273188053,0.452558102,0.437418401
22,27,7,2021,6.594,6.723715542,0.865610277,0.635440032,1.268884928,0.903728444,1.118343631,0.894388214,0.636177469,0.304279354,0.206391399,0.3828778,0.279901119,3.922438135,NA,8.94,7.66,114.5,NA,NA,8.277814333,21.8,8.830848401,1.153954802,25.86455706,2.648909314,0.589269199,0.279901119,0.304279354
23,27,7,2021,8.834,6.800077457,0.80217777,0.623757771,1.294848201,0.954914216,1.991450108,1.524807476,0.949574219,0.50879335,0.422634971,0.685319044,0.204021808,3.390202399,0.3381,7.84,7.82,465.1,NA,NA,6.425904388,16.1,7.163321176,0.204067797,29.94904799,4.465831803,1.107954015,0.204021808,0.50879335
24,30,7,2021,5.418,2.769276794,1.06619642,0.744634896,1.47759867,0.848152044,0.567265425,0.530141802,0.456229948,0.177697694,0.11428374,0.491185353,0.310018809,2.786644071,NA,9.43,7.87,226.7,NA,NA,10.08509994,23.3,19.39968292,1.566666667,15.09803758,1.553637175,0.605469093,0.310018809,0.177697694
27,2,8,2021,2.336,1.767018751,0.87670804,0.767668262,1.328279493,0.938753968,0.529897807,0.402961214,0.355597368,0.09286717,0.118263168,0.306479056,0.109365743,3.21788133,0.9032,11.23,8.37,533,NA,NA,4.462433603,14.7,7.656533454,1.313151365,7.516970786,1.288456389,0.424742224,0.109365743,0.09286717
28,29,7,2021,2.382,1.91488912,0.897452743,0.810425077,1.226600161,0.890549402,0.553857797,0.458862404,0.206636714,0.171072308,0.152561962,0.220685086,0.177337993,3.346074725,0.711,9.73,8.4,466,NA,NA,7.251454605,18.5,27.52594236,21.04727273,7.970349994,1.219356915,0.373247048,0.177337993,0.171072308
29,27,7,2021,20.6,19.69497936,0.835937415,0.617021699,1.30208237,0.958944142,5.485963553,3.710712875,4.205412335,1.286772571,0.98325372,2.267733073,0.485097968,3.994054135,0.167,8.76,8.1,499.2,NA,NA,12.80718444,19.9,14.42058755,0.946966292,82.27751518,13.402088763,3.250986793,0.485097968,1.286772571
31,28,7,2021,16.95,15.87577629,0.896812691,0.624094322,1.329305473,0.948191751,4.106834832,3.379052952,2.948042634,0.741440372,0.7477321,1.73055203,0.568188953,3.884672795,NA,1.48,7.22,484.2,NA,NA,14.01204151,21.5,19.49362812,1.38,65.84520387,10.433930418,2.47828413,0.568188953,0.741440372
32,29,7,2021,4.852,3.107292954,0.925699845,0.820947328,1.444467697,0.882822071,0.936015498,0.757914958,0.554135152,0.243162202,0.233877108,0.686906147,0.366469294,2.90951828,NA,9.42,8.1,659,NA,NA,10.28590945,21.9,24.3083194,13.4773913,14.1169827,2.248065608,0.920783255,0.366469294,0.243162202
34,29,7,2021,4.226,2.680230108,0.899496676,0.880054768,1.465618274,0.904596981,0.798517057,0.681315123,0.460194912,0.165256293,0.241415403,0.671248055,0.240239327,2.891539884,0.1146,8.4,8.02,743,NA,NA,8.456311677,19.9,15.5009573,6.059310345,12.21964755,1.940027092,0.912663458,0.240239327,0.165256293
35,29,7,2021,8.858,6.947340272,0.848405513,0.682929958,1.349316835,0.937033554,2.370240983,1.796679629,1.473143902,0.596434245,0.561872397,1.373988767,0.366527902,3.527821211,0.308,8.29,8.11,824,NA,NA,14.43597271,18.9,74.33413614,28.43263158,31.24944029,5.640064514,1.935861164,0.366527902,0.596434245
36,27,7,2021,14.38,11.89192715,0.85444642,0.625139468,1.372954737,0.961663202,3.321201863,2.599326046,2.531217043,0.691168419,0.57442396,1.545413942,0.324758066,3.676919238,0.0165,7.49,7.68,717,NA,NA,14.79296739,20.8,15.19563541,1.503070383,52.87409864,8.451744952,2.119837902,0.324758066,0.691168419
37,27,7,2021,2.408,2.021603433,0.851737281,0.712197946,1.490535757,0.913214609,0.524052496,0.392840378,0.278773231,0.077911898,0.12204219,0.31423791,0.13430675,3.274895527,0.4934,11.81,8.4,479.8,NA,NA,9.571920078,17.2,20.59748417,3.791917455,7.885948428,1.195666105,0.4362801,0.13430675,0.077911898
38,30,7,2021,18.73,16.94191989,0.877603735,0.632020156,1.271686731,0.955399993,5.174433798,3.850631351,4.040129942,1.064288203,0.875727956,2.155460485,0.57362997,3.8760121,0.1894,8.95,8.04,511,NA,NA,40.00571725,17.7,80.53451906,5.585,72.59770663,13.065195091,3.031188441,0.57362997,1.064288203
39,29,7,2021,7.214,5.353818171,0.900219998,0.73567955,1.465024826,0.925813362,1.882168528,1.491072066,1.16855586,0.482713995,0.452903149,1.023869074,0.36251736,3.268676407,0.0255,12.56,8.2,650,NA,NA,11.91469772,21.7,25.85841513,10.57153846,23.5802316,4.541796454,1.476772223,0.36251736,0.482713995
40,29,7,2021,4.152,2.906510263,0.892273756,0.794789944,1.312930967,0.87267859,0.973599178,0.81945936,0.428191542,0.323239921,0.27309329,0.503721112,0.354304755,3.17134652,0.8261,10.36,8.32,526,NA,NA,5.84578802,21,9.981677049,7.941764706,13.16743075,2.22125008,0.776814402,0.354304755,0.323239921
41,2,8,2021,4.517,2.621986053,0.905485776,0.860658896,1.492036165,0.891291396,0.903437282,0.567044759,0.86033147,0.144054894,0.229266897,1.653753293,0.311897522,2.837519367,0.0805,11.65,8.37,1040,NA,NA,11.22302051,20,23.08703186,14.72871287,12.81707498,2.330813511,1.88302019,0.311897522,0.144054894
42,2,8,2021,5.107,3.199937735,0.884634107,0.840578613,1.41555427,0.877728554,0.985780069,0.787714303,0.701162834,0.237657794,0.291039342,1.41560079,0.385390531,2.95264611,NA,8.95,7.73,1052,NA,NA,16.22094615,19.9,28.8176888,1.836184211,15.07916368,2.474657206,1.706640132,0.385390531,0.237657794
43,28,7,2021,3.525,3.346837435,0.894218835,0.679794999,1.425259786,0.926001707,0.657164147,0.498604528,0.540495765,0.107466505,0.098472457,0.293784278,0.175911834,3.820156411,NA,8.64,8.08,390.6,NA,NA,12.45018975,22.2,13.52810819,41.24833333,13.46605135,1.69626444,0.392256735,0.175911834,0.107466505
44,4,8,2021,4.055,3.393764015,0.880128541,0.738560782,1.296091311,0.913403141,0.958230517,0.758511337,0.444458251,0.25238654,0.223286601,0.395158227,0.19677426,3.529439405,0.2684,9.51,8.2,425.1,NA,NA,6.916772084,16.5,10.21654004,1.990857143,14.31187679,2.161200105,0.618444828,0.19677426,0.25238654
45,30,7,2021,4.621,3.719143131,0.86913852,0.738871785,1.329358882,0.908650537,1.18714907,0.97789289,0.678142509,0.281778967,0.282409282,0.51770957,0.344789581,3.416845201,0.6912,10.35,8.1,550,NA,NA,10.55365547,17.2,21.53693613,6.241176471,15.78924168,2.843184469,0.800118852,0.344789581,0.281778967
46,3,8,2021,4.145,2.853971892,0.998559325,0.73159532,1.368332448,0.887598504,0.56216186,0.48604934,0.464952735,0.072724308,0.103593069,0.362721935,0.273260538,3.039080828,0.2434,7.65,8.03,393.2,NA,NA,12.94105745,20.4,41.73515321,5.287,12.59699003,1.513163935,0.466315004,0.273260538,0.072724308
47,3,8,2021,4.249,2.762240596,0.869056083,0.828265036,1.563447695,0.925036426,0.764905774,0.609751401,0.594007771,0.124266685,0.184332479,0.719099888,0.1744106,3.057719452,NA,15.72,8.51,600,NA,NA,28.60419939,24.2,64.2350276,4.8055,12.99224995,1.968664946,0.903432367,0.1744106,0.124266685
48,3,8,2021,3.056,1.909646566,0.821729341,0.757699636,1.629186247,0.948738508,0.515020206,0.392569504,0.430359006,0,0.123026315,0.416086073,0.100233973,2.759744647,NA,16.14,8.16,639,NA,NA,9.348798398,21.9,24.02648381,2.497530864,8.433779642,1.337948716,0.539112388,0.100233973,0
49,2,8,2021,3.803,2.641514983,0.907977718,0.75816484,1.310620721,0.912567023,0.724994898,0.601600515,0.444864277,0.1432254,0.170619179,0.391502254,0.200444219,3.024551503,0.4149,10.57,8.38,651,NA,NA,8.724057693,16.9,17.12151193,3.277380952,11.50236937,1.77145969,0.562121433,0.200444219,0.1432254
50,27,7,2021,4.589,2.300719656,1.138652366,0.756486326,1.178303087,0.87554112,0.420623123,0.342379281,0.366659023,0.096747056,0.071931926,0.367276142,0.192433949,2.597542157,1.4602,9.12,8.05,236.9,NA,NA,6.782899076,23.6,45.68085144,1.465841584,11.92012096,1.129661427,0.439208068,0.192433949,0.096747056
51,3,8,2021,6.146,4.744473359,0.923332246,0.663640933,1.38407505,0.946887971,1.032672371,0.875446425,0.847753106,0.133818461,0.165708173,0.587733656,0.188689405,3.386242409,0.0654,7.78,8.09,471.4,NA,NA,12.65099926,19.6,30.83751051,4.204945055,20.81184585,2.755871902,0.753441829,0.188689405,0.133818461
53,3,8,2021,5.003,3.568517216,0.845296784,0.771429563,1.395788551,0.938058366,1.084388904,0.803984181,0.746290774,0.168983414,0.261462771,0.878069002,0.198991002,3.136087993,NA,8.89,8.17,612,NA,NA,48.99752096,20.8,91.69051106,33.37142857,15.68984823,2.634663859,1.139531773,0.198991002,0.168983414
54,4,8,2021,5.383,4.510304868,0.851692021,0.679735841,1.432611214,0.936606292,1.323006154,0.934062636,0.815491284,0.308489816,0.285361889,0.692118922,0.22796062,3.624892841,NA,8.22,8.22,627,NA,NA,11.39408047,20.1,26.79786709,8.494174757,19.51279816,3.072560074,0.977480811,0.22796062,0.308489816
55,3,8,2021,4.187,3.147958945,0.86100048,0.760589825,1.5225763,0.894737005,0.922319485,0.807037236,0.421417294,0.222978933,0.280623131,0.612446385,0.304035364,3.200638861,NA,12.92,8,692,NA,NA,17.60430056,21.9,35.76963328,2.790879479,13.40107491,2.150774015,0.893069516,0.304035364,0.222978933
1,10,5,2022,6.694,5.460032739,0.89919246,0.514396856,1.353376252,0.946039106,0.932691729,1.30037767,0.688315732,0.247427072,0.329113545,0.031535974,0.185946985,3.644551291,NA,11.77,8.08,447.6,NA,NA,24.3325314,14.9,26.8507867,1.608,24.39662634,2.921385131,0.360649519,0.185946985,0.247427072
2,5,5,2022,7.155,5.947102075,0.894353671,0.513950872,1.368620202,0.954407089,1.096531743,1.409100339,0.638638093,0.315409607,0.411719418,0.003399678,0.168296462,3.492667635,0.7357,12.24,8.14,508,NA,NA,30.94143723,15.1,16.11579719,2.4585,24.99003693,3.144270175,0.415119096,0.168296462,0.315409607
3,5,5,2022,8,6.622794776,0.893030839,0.510111169,1.333179469,0.955509558,1.32276856,1.748638849,0.758780421,0.366074952,0.514426664,0,0.191120091,3.556894841,NA,7.96,7.74,500,NA,NA,27.58706811,15.2,14.1924449,0.021590909,28.45515873,3.83018783,0.514426664,0.191120091,0.366074952
4,5,5,2022,10.35,8.871429648,0.849381546,0.461836824,1.330431151,0.963327451,1.759520097,2.038984709,0.685760762,0.498055401,0.599332205,0,0.13089782,3.640639218,NA,10.48,7.73,328.9,NA,NA,19.3209442,13.4,7.796180322,0.2945,37.68061591,4.484265568,0.599332205,0.13089782,0.498055401
5,5,5,2022,10.21,9.466259713,0.880192435,0.468700333,1.302486185,0.963262562,1.945048831,2.306959211,0.987703278,0.596021988,0.67787603,0,0.180049847,3.863542658,NA,9.09,7.78,483.8,NA,NA,25.47062093,13.9,15.82505789,0.383529412,39.44677053,5.23971132,0.67787603,0.180049847,0.596021988
6,5,5,2022,7.689,6.22679796,0.873511183,0.512736221,1.353448777,0.952097597,1.300942275,1.72091251,0.752379992,0.341341741,0.502686236,0.001265489,0.211525968,3.547538741,3.1993,11.26,8.11,575,NA,NA,32.37902399,10.9,17.54712912,1.754891304,27.27702538,3.774234777,0.503951725,0.211525968,0.341341741
