"ASN.SITE.NO","DAY","MONTH","YEAR","DOC","A350","SR","BA","FI","HIXOHNO","C1","C2","C3","C4","C5","C6","C7","SUVA254","DISC","DO","pH","S.COND","SRP","TDN","TDP","TEMP","TP","TSS","A254","Cth","Cmh","Cmp","Cf"
53,15,5,2019,4.891,3.337755155,0.812907684,0.560354324,1.447790428,0.937072248,0.996315514,1.417023623,0.547202431,0.247046019,0.449109877,0.023881695,0.245026536,3.071821538,NA,10.55,8.17,612,18.61288176,2462.395573,20.6556524,12.9,63.82418215,17.78666667,NA,2.960541568,0.472991572,0.245026536,0.247046019
54,16,5,2019,5.817,5.29378064,0.828749715,0.481395313,1.369770935,0.873822251,1.278985845,1.522470482,0.780179676,0.378743035,0.462907354,0,0.44863733,3.749749162,NA,9.47,8.13,320,1.058805516,2853.050868,30.1694445,12.8,9.094218285,9.073333333,NA,3.581636003,0.462907354,0.44863733,0.378743035
55,15,5,2019,7.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0634,17.09,8.42,680,7.397385837,4040.323867,9.86473264,17.1,24.79088305,2.842222222,NA,NA,NA,NA,NA
1,8,7,2020,5.811,5.189139657,0.975321104,0.720258,1.252581438,0.908630298,1.084591359,0.973115124,0.776574328,0.281283243,0.214044919,0.54539269,0.327955264,3.629753065,NA,6.56,7.67,408.4,0.016,349.4331379,69.75,28.1,27.875,NA,21.09249506,2.834280811,0.759437609,0.327955264,0.281283243
2,10,7,2020,14.37,11.65400369,0.931252278,0.704840402,1.390809633,0.903630132,2.489011347,2.337572925,2.303436929,0.600847673,0.569387562,1.670995717,0.785625749,3.484868233,0.0043,3.14,7.48,462,0.0289,1083.021194,336.125,27,219.96875,NA,50.07755651,7.130021201,2.240383279,0.785625749,0.600847673
3,10,7,2020,16.03,11.57176409,0.948447891,0.677149016,1.283512397,0.914506466,2.834051034,2.47267093,2.740346685,0.619839551,0.52490818,1.959904168,0.744433071,3.4439808,NA,3.6,7.69,420.5,0.0277,905.507973,81.5,26.5,47.0625,NA,55.20701223,8.047068649,2.484812348,0.744433071,0.619839551
4,10,7,2020,5.155,5.389748897,0.919701549,0.62065042,1.249039143,0.946532511,1.174596183,0.880573191,0.823861172,0.314181473,0.194256172,0.454768232,0.178530887,4.059548712,NA,7.18,7.95,443.5,0.03175,426.8222041,45.25,28.3,28.96875,NA,20.92697361,2.879030546,0.649024404,0.178530887,0.314181473
5,10,7,2020,22.89,18.93367121,0.883487727,0.63922211,1.36411101,0.958520298,5.708175312,4.086147917,5.634881666,1.184184452,0.973427954,3.408177181,0.592837263,3.711869955,NA,0.64,7.58,596,0.0231,789.6743364,95,22.1,96.71875,NA,84.96470326,15.429204895,4.381605135,0.592837263,1.184184452
6,10,7,2020,8.864,6.040404609,0.981105895,0.748040184,1.317319292,0.90769604,1.536043038,1.418871068,1.352973961,0.358128626,0.306314401,1.086131287,0.465012655,3.243185895,0.0539,8.96,7.87,511,0.03145,720.9961327,64.5,29.2,71.65625,NA,28.74759978,4.307888067,1.392445688,0.465012655,0.358128626
7,10,7,2020,15.14,12.28514099,0.895022075,0.69273489,1.346303545,0.941578279,3.086155971,2.71641637,3.10705531,0.727886958,0.497675126,1.882348069,0.538506121,3.716422727,0.0015,3.63,8.03,659,0.0206,952.272305,108.125,23.8,141.40625,NA,56.26664009,8.909627651,2.380023195,0.538506121,0.727886958
8,8,7,2020,6.397,5.226069303,0.889302138,0.684785597,1.384483536,0.909334654,1.379684836,2.201602914,0.704397718,0.337249743,0.066202093,0.218569864,0.50140077,3.349571813,0.0088,11.4,8.09,671,0.0245,2439.05317,101.25,24.6,73.46875,NA,21.42721089,4.285685468,0.284771957,0.50140077,0.337249743
9,8,7,2020,8.004,5.87470016,0.969055636,0.75233476,1.38136894,0.901824706,1.48294642,1.390726496,0.849314512,0.355204969,0.346527002,0.822438188,0.438648606,3.057778958,NA,7.03,7.67,438.4,0.01285,671.5834718,75,27.5,32.25,NA,24.47446278,3.722987428,1.16896519,0.438648606,0.355204969
10,10,7,2020,5.522,2.565331432,0.951847716,0.807436095,1.466938219,0.873401732,0.766590964,0.755949289,0.538466221,0.215989544,0.209486087,0.628305273,0.335432585,2.504553372,0.0197,6.47,7.81,595,0.01915,3547.882974,45.875,28.7,52.125,NA,13.83014372,2.061006474,0.83779136,0.335432585,0.215989544
11,10,7,2020,4.754,2.335279434,1.103945743,0.760585525,1.483296188,0.869683037,0.460908938,0.424840363,0.446250678,0.090416724,0.079652114,0.435214668,0.228071627,2.672631531,0.4921,8,8.2,233.9,0.0103,359.0870391,30.75,28.4,24.625,NA,12.7056903,1.331999979,0.514866782,0.228071627,0.090416724
12,16,7,2020,2.484,2.048191367,0.819193643,0.70149226,1.360349603,0.938797531,0.656158251,0.503364138,0.346404552,0.13503439,0.151950137,0.275505117,0.104316346,3.388274881,NA,11.55,8.21,467,11.16666667,1456.641549,34.125,15.8,36.9375,NA,8.416474806,1.505926941,0.427455254,0.104316346,0.13503439
13,16,7,2020,5.711,5.976190504,0.887656554,0.611599557,1.249584347,0.928847624,1.427964247,1.104457447,0.820590582,0.383534392,0.296317746,0.487160667,0.267582406,4.032310299,0.0941,10.71,8.41,472,9.433333333,634.9382984,23,22.1,19.4375,NA,23.02852412,3.353012276,0.783478413,0.267582406,0.383534392
14,6,7,2020,8.232,5.004377016,0.966773118,0.799846094,1.444931311,0.882476753,1.221438669,1.07269065,1.094474347,0.273729568,0.278667362,1.405098227,0.496723304,2.964944685,NA,14.06,8.45,760,13.9375,622.5545335,159.75,29.2,161.5,NA,24.40742465,3.388603666,1.683765589,0.496723304,0.273729568
15,6,7,2020,19.84,16.60066291,0.850462796,0.712083309,1.370266821,0.940150855,5.748545022,4.554814047,5.588417463,1.42324458,1.136399237,3.838030969,0.925006063,3.785518045,4e-04,6.65,7.85,320,70.625,1698.190583,430.25,29.1,409.40625,NA,75.10467802,15.891776532,4.974430206,0.925006063,1.42324458
16,6,7,2020,6.013,4.843590022,0.943322792,0.730450333,1.323883217,0.923563002,1.109183745,0.927041494,0.941955863,0.315234847,0.21509621,0.736607244,0.264614651,3.412076202,0.1165,9.9,8.16,576,115.625,1076.533531,136.625,29.5,79.5,NA,20.5168142,2.978181102,0.951703454,0.264614651,0.315234847
17,8,7,2020,38.79,39.14433839,0.838968749,0.597028821,1.263702368,0.950480071,8.620457115,3.26674909,14.82930026,1.778262779,0.862515749,7.812239221,0.770195664,4.050635468,NA,0.41,7.33,619,0.0044,1451.034958,293.125,22.3,672.25,NA,157.1241498,26.716506465,8.67475497,0.770195664,1.778262779
18,8,7,2020,4.353,2.848146425,1.007811269,0.826420186,1.469881199,0.868745465,0.615073904,0.52139353,0.480043627,0.158214777,0.130777852,0.485439512,0.285692492,2.956460646,0.412,10.99,8.24,575,0.01845,1235.994503,53.875,28.5,32.96875,NA,12.86947319,1.616511061,0.616217364,0.285692492,0.158214777
19,8,7,2020,9.397,5.46083604,1.047742736,0.74473258,1.379923757,0.890312217,1.092670374,0.968066921,0.992410203,0.245440016,0.196196207,0.92288599,0.442054189,2.960200669,NA,10.32,8.14,341.3,0.01155,686.5195096,87.875,27.8,51.875,NA,27.81700569,3.053147498,1.119082197,0.442054189,0.245440016
22,3,7,2020,5.131,2.982988705,0.973345431,0.700279383,1.448740709,0.777321288,0.523546552,0.598667418,0.467347091,0.122666195,0.080635643,0.091388337,0.438891818,2.723878244,NA,9.47,7.74,131.1,3.590909091,328.0819326,14.375,26.1,13.8125,NA,13.97621927,1.589561061,0.17202398,0.438891818,0.122666195
23,3,7,2020,5.295,4.002307247,0.86293629,0.672785781,1.427248394,0.942770569,1.114180405,0.950947408,0.779414699,0.276326976,0.21863597,0.509653333,0.174612676,3.426765374,0.0076,5.69,7.77,253.2,8.227272727,199.0363803,21.25,21.1,50.9375,NA,18.14472265,2.844542512,0.728289303,0.174612676,0.276326976
24,3,7,2020,4.813,2.318683784,1.068155314,0.808655989,1.21276711,0.862772607,0.450819009,0.425553482,0.420578898,0.12189706,0.088769758,0.402516609,0.243436966,2.658296835,NA,10.17,7.94,222,7,366.3963071,63,27.3,23.125,NA,12.79438266,1.296951389,0.491286367,0.243436966,0.12189706
27,6,7,2020,2.286,1.537100201,0.886747256,0.761617066,1.416371685,0.883966988,0.460512743,0.394271653,0.267568303,0.127906009,0.114767951,0.225259872,0.148239099,2.88379372,0.7519,11.44,8.34,521,143.3125,792.3773907,16.625,19.1,13.96875,NA,6.592352445,1.122352699,0.340027823,0.148239099,0.127906009
28,29,6,2020,2.217,1.705519131,0.891240724,0.668204567,1.262858729,0.933145083,0.387966071,0.301771673,0.255487924,0.075106472,0.088545349,0.227851763,0.083835425,3.199714737,0.6529,10.45,8.41,462,9.807692308,690.2912524,28.25,19.7,24.75,NA,7.093767571,0.945225668,0.316397112,0.083835425,0.075106472
29,3,7,2020,7.623,4.878091938,0.902430527,0.731917696,1.426860777,0.913270685,1.351340227,1.281596593,1.170326663,0.341860778,0.293967281,0.962661265,0.380923385,3.147543595,-0.0187,8.18,7.88,696,18.31818182,749.7395682,63.75,24.6,49.4375,NA,23.99372483,3.803263483,1.256628546,0.380923385,0.341860778
31,8,7,2020,12.68,9.890070032,0.962400888,0.654627391,1.247473541,0.917321054,2.468516881,1.851831539,1.395264065,0.510181249,0.382945764,1.284023463,0.537300573,3.39967632,NA,11.06,8.13,494,0.0149,630.938651,42.125,27.9,48.65625,NA,43.10789574,5.715612485,1.666969227,0.537300573,0.510181249
34,29,6,2020,4.078,2.448926059,0.922044896,0.822956052,1.356467143,0.8819081,0.74829068,0.668976819,0.42088595,0.205607814,0.251080485,0.567543497,0.284411926,2.778906777,0.1086,9.12,8.1,659,12.23076923,1832.37348,47.5,23,37.5,NA,11.33238184,1.838153449,0.818623982,0.284411926,0.205607814
35,29,6,2020,8.249,6.119371128,0.852531191,0.719764041,1.291965539,0.92646386,1.808548379,1.440169865,1.281797605,0.470665806,0.420943092,1.161331443,0.358897154,3.383992456,0.2925,9.09,8.13,765,15.19230769,1832.37348,102.875,20.5,59.4375,NA,27.91455377,4.530515849,1.582274535,0.358897154,0.470665806
36,3,7,2020,12.87,9.59211252,0.886013101,0.657210204,1.412006107,0.941747709,3.164302022,2.811176176,2.683475794,0.682888846,0.620754086,1.773326439,0.51669446,3.450426021,7e-04,2.63,7.7,380.2,17.5,674.5700283,79.75,22.4,84.46875,NA,44.40698288,8.658953992,2.394080525,0.51669446,0.682888846
37,3,7,2020,2.445,2.057099782,0.897196577,0.684187663,1.52409078,0.875646491,0.489618585,0.407106678,0.296956779,0.134880138,0.117015632,0.215258337,0.190302873,3.275926424,NA,12.75,8.45,437.9,17.86363636,804.9761384,50,23.4,37.84375,NA,8.009640106,1.193682042,0.332273969,0.190302873,0.134880138
38,3,7,2020,8.244,8.024803625,0.908666933,0.64540156,1.372417858,0.939566834,2.020318458,1.678953239,1.683163514,0.472042045,0.350021375,0.831845282,0.379911242,4.022534122,NA,5.99,7.75,440,27.22727273,524.790404,201,27.2,142.21875,NA,33.1617713,5.382435211,1.181866657,0.379911242,0.472042045
39,29,6,2020,8.107,5.293307584,0.932742461,0.698658137,1.271211193,0.935503956,1.739296606,1.471295473,1.431233066,0.393576321,0.3866965,1.202209729,0.339201649,3.023519508,0.007,12.5,8.23,624,8.269230769,540.308923,92.5,26.7,37.15625,NA,24.51167265,4.641825145,1.588906229,0.339201649,0.393576321
40,29,6,2020,3.768,2.169076498,0.868265575,0.769276648,1.410361509,0.935258803,0.60052042,0.471688412,0.513142854,0.064958409,0.117257582,0.437196351,0.144601182,2.467683728,0.7701,10.52,8.35,517,7.5,1342.429173,30.875,24.7,24.15625,NA,9.298232288,1.585351686,0.554453933,0.144601182,0.064958409
41,6,7,2020,5.884,4.043045203,0.937803126,0.887722444,1.628954115,0.877239557,1.108437397,0.937470061,0.757354223,0.225840832,0.305207546,1.248119805,0.469386555,2.980033468,NA,3.65,8.32,1006,30.9375,1166.632658,109,24.9,138.53125,NA,17.53451693,2.803261681,1.553327351,0.469386555,0.225840832
42,6,7,2020,4.31,2.565305397,0.920680053,0.879433178,1.404438852,0.883349169,0.658256027,0.440466037,0.615731941,0.149890658,0.16613553,1.198784251,0.247524959,2.888240356,0.0106,13.3,8,1152,68.6875,1299.182001,57.375,24.6,107.71875,NA,12.44831593,1.714454005,1.364919781,0.247524959,0.149890658
43,8,7,2020,3.135,2.987401194,0.938118508,0.673809073,1.493731999,0.920869276,0.567626873,0.452262426,0.336201934,0.143877482,0.118299838,0.220174542,0.141375236,3.609346246,NA,8.45,8.1,395,0.02005,383.4663837,83,23.5,60.03125,NA,11.31530048,1.356091233,0.33847438,0.141375236,0.143877482
44,16,7,2020,4.93,3.942385782,0.851903533,0.6844511,1.453094298,0.925867084,0.949248301,0.779350472,0.641773097,0.186739222,0.181372369,0.433607376,0.206758061,3.361804036,NA,10.54,8.16,416.2,10.8,450.3233968,24.75,18,21.96875,NA,16.5736939,2.37037187,0.614979745,0.206758061,0.186739222
45,3,7,2020,2.978,2.425065976,0.900405599,0.755859755,1.304195728,0.909315181,0.595643806,0.492244415,0.352703332,0.170843394,0.137955757,0.305941783,0.151923509,3.388311164,0.3444,12.7,8.59,460,16.31818182,703.0363387,53.375,26.5,23.15625,NA,10.09039065,1.440591553,0.44389754,0.151923509,0.170843394
46,15,7,2020,9.665,7.946479234,0.92065062,0.696795698,1.391137013,0.920038169,1.746211778,1.537752481,1.193011113,0.391296669,0.367394333,0.855112067,0.409727246,3.433715699,0.2463,2.44,7.7,409.8,10.06666667,1400.291736,143,23.4,109.25,NA,33.18686223,4.476975372,1.2225064,0.409727246,0.391296669
47,15,7,2020,5.73,4.082359477,0.963417375,0.78750977,1.479697709,0.892535456,1.036103947,0.879762134,0.718734952,0.279078745,0.274449531,0.858441837,0.363398969,3.166905804,NA,17.17,8.68,613,62.26666667,481.5681737,478,28.5,240,NA,18.14637026,2.634601033,1.132891368,0.363398969,0.279078745
48,15,7,2020,4.278,2.987917036,0.981343915,0.809953092,1.364694444,0.905815922,0.713376785,0.680184639,0.387211359,0.147981148,0.215329241,0.462846501,0.234268414,2.902925884,0.0854,18.7,8.31,6.5,17.96666667,1610.25375,173.875,25.8,67.71875,NA,12.41871693,1.780772783,0.678175742,0.234268414,0.147981148
49,6,7,2020,2.994,2.58084587,0.891227469,0.680171961,1.300418413,0.9004165,0.648352053,0.551203194,0.380330868,0.170717043,0.17117934,0.350006788,0.190165139,3.917918061,3.441,11.03,8.34,282.1,121.25,788.9640645,37.875,20.1,20.6875,NA,11.73024668,1.579886115,0.521186128,0.190165139,0.170717043
50,3,7,2020,4.494,2.354211883,1.091591804,0.754038579,1.287934416,0.870248055,0.496026596,0.435182107,0.421315138,0.137476181,0.100226055,0.401565079,0.233677267,2.688980837,1.221,9.43,8.18,239.8,9.181818182,432.6175904,44.5,25.3,33.375,NA,12.08427988,1.352523841,0.501791134,0.233677267,0.137476181
51,15,7,2020,4.763,3.632182358,0.963750525,0.658164324,1.439733486,0.918374163,0.873881447,0.788794466,0.69879915,0.152116283,0.150331133,0.485910374,0.250821371,3.332531081,0.0929,8.7,8.06,442.5,11.33333333,269.1632114,128.75,23.1,85.3125,NA,15.87284554,2.361475063,0.636241507,0.250821371,0.152116283
53,15,7,2020,6.556,3.935165176,0.826835826,0.809972299,1.374821757,0.918852456,1.264656926,0.985551261,0.866952774,0.284596467,0.327988051,0.843872003,0.334395891,2.650599542,NA,10.47,8.13,15.3,39.2,3835.85526,320.625,23.9,157.40625,NA,17.3773306,3.117160961,1.171860054,0.334395891,0.284596467
54,16,7,2020,3.923,3.174830107,0.877347435,0.733859457,1.369294361,0.90753242,0.826186575,0.664870282,0.480675136,0.246790504,0.201985832,0.437769636,0.224315214,3.449425623,1.2116,8.46,8.14,595,8.866666667,2304.958356,86.625,23,50.75,NA,13.53209672,1.971731993,0.639755468,0.224315214,0.246790504
55,15,7,2020,4.234,3.517412612,0.812911003,0.733812269,1.500696974,0.936267987,1.22701534,0.91395676,0.709112665,0.359828358,0.312755957,0.63210498,0.213827369,3.397746892,0,6.57,8.02,880,31.2,3990.560315,256.5,23.2,165.46875,NA,14.38606034,2.850084765,0.944860937,0.213827369,0.359828358
1,25,5,2021,6.19,4.579847545,0.945603267,0.657487941,1.382454554,0.933743355,0.91573718,0.773782373,0.932622233,0.115978349,0.126437748,0.548897439,0.262664208,3.173304009,NA,14.23,8.44,427,NA,NA,13.38730081,20.9,47.79461834,3.849302326,19.64275182,2.622141786,0.675335187,0.262664208,0.115978349
2,19,5,2021,8.161,6.746790137,0.883783396,0.656718933,1.311351849,0.94221887,1.810593349,1.407174632,1.33767602,0.403242139,0.324264189,0.892044827,0.315095361,3.541523155,0.2105,7.92,7.87,525,NA,NA,15.28383509,14.8,19.09436104,1.843918919,28.90237047,4.555444001,1.216309016,0.315095361,0.403242139
3,19,5,2021,12.34,10.22488563,0.887139812,0.498982397,1.380110181,0.941731468,1.95610084,2.672268067,0.889890843,0.490034173,0.736833465,0,0.337225546,3.604069712,NA,5.39,7.72,542,NA,NA,16.17632181,17.6,17.6147242,1.145454545,44.47422025,5.51825975,0.736833465,0.337225546,0.490034173
4,19,5,2021,8.504,6.910334071,0.863048857,0.597682124,1.391223005,0.954568276,1.852298931,1.37938494,1.238879828,0.409871018,0.287877965,0.659277296,0.233266842,3.418152779,NA,6.76,7.75,396.4,NA,NA,6.158158372,16.4,7.797451248,1.230985915,29.06797124,4.470563699,0.947155261,0.233266842,0.409871018
5,19,5,2021,13.54,12.91826452,0.85903268,0.617562403,1.294402985,0.963261561,3.208399093,2.306198483,2.674581302,0.78547252,0.460064941,1.388656779,0.294308568,4.08294896,0.062,3.15,7.67,553,NA,NA,15.90857579,17.1,19.8459226,0.994223827,55.28312892,8.189178878,1.84872172,0.294308568,0.78547252
6,19,5,2021,8.922,6.700103042,0.917030095,0.669143272,1.415815542,0.916203207,1.734760083,1.5231493,1.400006983,0.407327083,0.325580159,1.045951449,0.455628179,3.379772616,1.2103,10.89,8.35,554,NA,NA,11.22302051,20.4,39.9267082,3.332659933,30.15433128,4.657916366,1.371531608,0.455628179,0.407327083
7,19,5,2021,12.89,12.07982489,0.85334958,0.622429789,1.31364377,0.960217645,3.340436368,2.277302928,2.558209558,0.858050285,0.54292628,1.447208402,0.337888996,3.990485181,0.0374,9.99,7.93,555,NA,NA,10.97758666,19.8,18.17839538,2.233043478,51.43735399,8.175948854,1.990134682,0.337888996,0.858050285
8,25,5,2021,9.442,8.988022641,0.884930697,0.628886912,1.373452257,0.941073115,2.183375532,1.68280119,1.668041074,0.542812957,0.381213541,0.971408346,0.336541536,4.0609511,0.0446,9.2,8.06,583,NA,NA,26.46223126,19.8,63.78878792,3.976853526,38.34350029,5.534217796,1.352621887,0.336541536,0.542812957
9,25,5,2021,8.378,6.613658238,0.905834215,0.71105634,1.32641353,0.91098393,1.441648159,1.207911069,1.193850201,0.361030465,0.264073755,0.829600868,0.42131955,3.405052754,NA,10.45,7.95,569,NA,NA,10.86602582,21.8,50.80086461,2.986096257,28.52753197,3.843409429,1.093674623,0.42131955,0.361030465
10,19,5,2021,9.943,6.735214389,0.880366835,0.699982211,1.368419836,0.916648796,1.827690575,1.619871905,1.48736289,0.438987631,0.359306988,1.024315285,0.472420117,3.251789255,0.1424,9.59,8.15,553,NA,NA,10.04047561,20.2,37.03789343,8.180929095,32.33254056,4.93492537,1.383622273,0.472420117,0.438987631
11,19,5,2021,4.896,2.498728745,1.015305051,0.76810953,1.360941396,0.871956315,0.55251461,0.474665021,0.471844318,0.159955843,0.109128712,0.457836787,0.249885466,2.763101889,1.2211,8.88,8.14,291.9,NA,NA,7.876195309,17.2,10.31048523,2.621750663,13.52814685,1.499023949,0.566965499,0.249885466,0.159955843
12,4,6,2021,2.464,2.247985228,0.844653982,0.734077686,1.389446438,0.910487611,0.662438988,0.512755878,0.306660105,0.205681679,0.161571248,0.270563654,0.154553318,3.737802041,0.2436,10.33,8.36,491.4,NA,NA,6.559777396,13.8,9.371033277,1.671186441,9.209944229,1.481854971,0.432134902,0.154553318,0.205681679
13,4,6,2021,4.213,4.307457293,0.904779596,0.610293975,1.478262729,0.927184964,1.003640223,0.72373806,0.644312611,0.270074787,0.172312015,0.395133575,0.194672369,4.055741965,0.2082,10.07,8.52,438.4,NA,NA,6.916772084,19.4,7.844423846,2.688695652,17.0868409,2.371690894,0.56744559,0.194672369,0.270074787
14,1,6,2021,6.87,3.836204184,1.052250853,0.924971748,1.398498715,0.836212967,0.9458482,0.818280618,0.773024337,0.237149524,0.206146224,0.827626229,0.602780862,2.819017587,NA,13.12,8.07,843,NA,NA,22.44604102,18.8,112.7577212,6.542056075,19.36665082,2.537153155,1.033772453,0.602780862,0.237149524
15,1,6,2021,13.6,11.37365757,0.871694231,0.707462651,1.397335909,0.934213751,3.276196716,2.705618292,2.901839531,0.744557404,0.665650543,2.197078117,0.612673348,3.871058972,0.0552,16.24,8.49,1181,NA,NA,20.08095121,17.2,43.40268044,2.594074074,52.64640202,8.883654539,2.86272866,0.612673348,0.744557404
16,1,6,2021,4.599,3.477051762,0.92389368,0.737175225,1.297500877,0.924616971,0.891811668,0.73156066,0.721691787,0.20845273,0.163236982,0.594639044,0.209699923,3.443715596,0.1988,9.03,8.14,590,NA,NA,13.8781685,17.1,26.32814111,2.017804154,15.83764803,2.345064115,0.757876026,0.209699923,0.20845273
17,25,5,2021,25.67,28.30811842,0.85607066,0.610914327,1.297386525,0.951879997,6.775345741,3.802627904,7.762020197,1.544783307,0.86550379,3.66611836,0.695266967,4.434770928,0.0279,7.84,7.42,550,NA,NA,53.95082226,21.8,79.17231372,5.183625731,113.8405697,18.339993842,4.53162215,0.695266967,1.544783307
18,25,5,2021,4.183,2.71890229,0.949859246,0.638811508,1.482674296,0.91800705,0.581117711,0.454865216,0.649789972,0.053495314,0.064412102,0.506319658,0.178461294,3.142896864,0.6679,10.8,8.25,622,NA,NA,7.630761461,21.4,23.58024413,2.632926829,13.14673758,1.685772899,0.57073176,0.178461294,0.053495314
19,25,5,2021,9.155,4.949689345,1.049151581,0.73063078,1.454371799,0.912966835,0.947958414,0.737943491,1.133122036,0.077412998,0.096157707,0.813461934,0.355621749,2.798974271,NA,9.91,7.86,443.3,NA,NA,10.64290414,21.8,165.7193253,17.49677419,25.62460945,2.819023941,0.909619641,0.355621749,0.077412998
22,18,5,2021,5.306,5.389933076,0.864331538,0.617540139,1.168907412,0.925591332,0.967168891,0.777765784,0.685862598,0.196400494,0.14410282,0.385818326,0.224167271,3.903576574,NA,11.36,7.79,127.8,NA,NA,5.667290676,17.7,11.34388239,0.766976744,20.7123773,2.430797273,0.529921146,0.224167271,0.196400494
23,18,5,2021,5.656,3.973301436,0.8696169,0.641611333,1.378733241,0.948995358,1.111655735,0.8649604,0.697430556,0.281285449,0.204717363,0.504038485,0.148441566,3.242568561,0.1723,9.96,8.03,427.4,NA,NA,4.083126747,14.3,5.660198044,0.525084746,18.33996778,2.674046691,0.708755848,0.148441566,0.281285449
24,20,5,2021,5.221,2.582124212,1.024391914,0.764089031,1.334073614,0.852766135,0.532154475,0.485156843,0.416302702,0.175469837,0.107279292,0.394082428,0.275706296,2.634362156,NA,9.96,8.24,236.4,NA,NA,7.720010133,18.6,9.887731853,0.311857708,13.75400482,1.43361402,0.50136172,0.275706296,0.175469837
27,1,6,2021,2.533,1.623915,0.904840002,0.692489805,1.165460408,0.896507685,0.441752862,0.355146672,0.233921523,0.142164844,0.112879879,0.260039266,0.129732685,2.881002006,0.8182,11.7,8.47,544,NA,NA,5.109486475,15.8,17.21545712,1.071312804,7.29757808,1.030821057,0.372919145,0.129732685,0.142164844
28,31,5,2021,2.281,1.445628192,0.869245151,0.74954166,1.656562791,0.909280771,0.337406342,0.266579297,0.21348734,0.072406982,0.072678681,0.199528765,0.090574545,2.647398534,0.776,11.34,8.5,466,NA,NA,8.255502165,13.6,37.43716051,2.930047695,6.038716057,0.817472979,0.272207446,0.090574545,0.072406982
29,18,5,2021,14.22,12.25224807,0.880346529,0.627036633,1.316644649,0.940989556,3.144010494,2.454276283,2.755109184,0.822741984,0.506379663,1.63943918,0.481538549,3.852715122,0.0763,11.49,8.38,534,NA,NA,11.55770303,19.6,14.25618346,1.033913043,54.78560903,8.353395961,2.145818843,0.481538549,0.822741984
31,25,5,2021,11.12,9.103161615,0.946064276,0.682240559,1.23645518,0.919765052,1.989398583,1.7296505,1.586369765,0.448913662,0.357804427,1.174528555,0.481758193,3.564325921,NA,13.87,8.53,509,NA,NA,8.813306366,23.8,30.22686673,1.085328836,39.63530424,5.305418848,1.532332982,0.481758193,0.448913662
32,31,5,2021,5.006,3.238624535,0.916765655,0.80917355,1.277726005,0.904076489,0.982587371,0.763929669,0.69583036,0.248994073,0.22282848,0.692187198,0.28369011,3.09355227,0.6017,10.03,8.26,651,NA,NA,13.00799395,16.4,40.74872866,7.323160763,15.48632266,2.4423474,0.915015678,0.28369011,0.248994073
34,31,5,2021,4.036,2.227046312,0.927625869,0.885937242,1.46883148,0.870848813,0.700035304,0.623763302,0.400119226,0.183262051,0.214493929,0.54947435,0.293812249,2.590542857,0.0974,10.46,8.17,735,NA,NA,6.559777396,14.8,17.00408043,5.255045872,10.45543097,1.723917832,0.763968279,0.293812249,0.183262051
35,31,5,2021,5.56,3.993101754,0.887953574,0.716195442,1.408337732,0.926736555,1.133293154,0.884789751,0.875077609,0.231448211,0.238498046,0.803763363,0.243833993,3.324624968,0.1972,10.88,8.24,767,NA,NA,13.43192514,13.2,31.37769538,12.7505618,18.48491482,2.893160514,1.042261409,0.243833993,0.231448211
36,20,5,2021,9.483,8.168319829,0.873378732,0.647914619,1.328501223,0.943523469,2.346395656,1.916545037,1.854657239,0.56184196,0.432002938,1.133757483,0.368542691,3.773833399,0.0245,8.37,8.02,714,NA,NA,15.39539593,18.7,20.50353897,2.397752809,35.78726212,6.117597932,1.565760421,0.368542691,0.56184196
37,18,5,2021,2.17,1.574051848,0.855334352,0.792934636,1.254351795,0.908061401,0.403214455,0.314432139,0.271851016,0.064179401,0.080511112,0.230305614,0.148696347,3.036117984,0.4735,13.68,8.52,464.4,NA,NA,6.046597532,17.7,11.67269057,2.288852459,6.588376025,0.98949761,0.310816726,0.148696347,0.064179401
38,18,5,2021,12.95,12.35627174,0.886565738,0.635564147,1.311809434,0.949885168,3.098562375,2.314255779,2.615276445,0.702800111,0.469200235,1.424867215,0.42858821,4.11566295,0.2445,10.34,8.06,505,NA,NA,20.17019988,15.7,32.31714734,1.924875622,53.2978352,8.028094599,1.89406745,0.42858821,0.702800111
39,31,5,2021,5.079,3.157934589,0.915796281,0.724186236,1.385178128,0.904204263,1.031298505,0.845157105,0.629816924,0.294543319,0.257343792,0.654579495,0.276420478,2.949318703,0.0309,18.58,8.6,637,NA,NA,7.340703277,19.3,22.1006073,5.474698795,14.97958969,2.506272534,0.911923287,0.276420478,0.294543319
40,31,5,2021,3.078,1.997158107,0.923107338,0.857405892,1.426085024,0.886822203,0.569343403,0.451457192,0.372077122,0.151223369,0.139134438,0.419349307,0.194764279,3.027249819,0.7321,10.84,8.37,560,NA,NA,6.6267139,16.7,18.90647065,4.644148936,9.317874943,1.392877717,0.558483745,0.194764279,0.151223369
41,1,6,2021,11.13,2.573968209,0.853224775,0.911079638,1.249882606,0.853942195,0.671599254,0.484314432,0.514501433,0.18304275,0.181305645,0.93874937,0.329286816,1.066564885,0.0337,12.26,8.28,1465,NA,NA,18.36291428,17.7,36.26284556,11.47223587,11.87086717,1.670415119,1.120055015,0.329286816,0.18304275
